split,label,class_name,path
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/getty_511618259_186076.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/michael_b._jordan_cannes_2018.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images3.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/66398230_702.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Worlds-First-AI-Generated-Art-Gallery-in-Amsterdam.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images108.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images9.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/18871730-0-image-a-27_1569333047511.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/memory-palace-by-Louis-Vivin-250_out-1.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/google-dream-starry-night.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/female-face-eye-level-portrait.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/Untitled-design-2022-09-06T133056.012.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/psychedelic-artistic-image-geometric-repetitive-260nw-2395394413.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/aiart.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/teaser_400.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/nature-scenery.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/WBCSD-People-and-Society_i1140.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1Mcde2p8rG0uUjwwQ-tGWLg.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/chrischilek_let_your_mind_wonder_7918d619-e9c8-4374-93fb-2468f1c54130.png
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/LOOPYLUPINSJPG_1600x.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/9511429-QBAHKOGH-7.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images45.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Dottemannen_photo_of_a_blonde_swede_5d222c23-1088-4336-93c6-0fbd355e8150.png
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/wm_TreesOfAThousandLights_1920px.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/79ee7c59b0b2a08f9438487b729469ae.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/eCC81e-DOrsay-Art-Gallery.-Photo-by-DeAgostini_Getty-Images_1-a169874-scaled.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/6170a8ed-8180-448b-8cd1-faaa035fd5c6_570.Jpeg.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai-generated-7845357_640.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/AI-historical-faces-body-image-1.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/20230807-ashleyfortner-002-asian-elephant-trong-nhi-linh-teaser.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/lensa-ai-portrait-2.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/meerkat-closeup-log_2x3.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/GettyImages-450753839_83740.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/4a092cb31ce8d11f8ca53137d86c276f.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/dreamstime_m_130821195-1.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/05-12-21-happy-people.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/188PNRFVDD0f9aTkdz34WYA.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Psychedelic-AI-Dreaming-In-Cosmic-Horror-Style-41916264-1.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/230209101637-malik-afegbua-ngochola-younger.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/julien.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/6324662e5ee3110438933c1b_COBE-Pink-Elephant-Midjourney-Article.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1E9WJo1jFlzdGVuFhb4BdQw.png
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/bff24aa8-a7b3-4919-a9bc-17e1bf4452df.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai-last-selfie-taken-earth-comp.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/GettyImages-141467674-crop.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/152752.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/Opossum-with-babies.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/pngtree-beautiful-natural-scenery-like-in-a-fairyland-used-as-phone-wallpaper-image_1949463.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/self-portrait-of-a-man.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/pexels-photo-4029925.jpeg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai20images20holi20vrindavan1687103503681.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/360_F_340509733_5MwYU9THVvHgCBuYKZIC8nm5vIoM0dEv.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/original.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Animals04april2023.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/beautiful-nature-mountain-scenery-with-flowers-free-photo.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/BM6NugXodzCJUvbfOEPc_6x.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/FmX1O9YaEAIiFuX.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/people-taking-selfie-together-registration-day_23-2149096795.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/64dccffa6728f2a276286964_can-ai-generated-content-rank-on-google.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/avery_hero_1-800x450.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/il_570xN.4707958416_2553.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/9320811-NWDRYHDP-6.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images72.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/HD-wallpaper-scenery-lake-nature-sky-tree-water.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/banner-img2.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/image14.jpeg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/403e1ee688f55ae08740e13dbcaae5633f7c1d3a-4032x2268.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/female-face-girl-posing-outdoors-in-natural-light.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/psychedelic-artistic-image-christmas-santa-260nw-2401991075.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/People-First_Report-Cover.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/2A8oNV0baUgW9iGIEk1X.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/SC-AI-Woman-Off-Plat2-copy-1.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/image-20160818-12312-4dyz0u.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ts9dtkq8_selfies-from-the-past_625x300_21_March_23.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Midjourney-prompt-23b3316-e1679066406110.png
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/homepage-usp-photo-2_600x.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai-generated-8175497_1280.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/nvidia_ai.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/wild-animals-tiny-version-ai-featured.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/midjourney_trump_pope_dance_ai_fake_image.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/63b413cd19c92c377052b31a_62c85730733d96f8213065f7_HERO2520-2520Yellow.jpeg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/il_570xN.4588037671_ak6c.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1VYisIu_trZPEZbLWkUtmBg.jpeg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1000_F_609715304_7ejZLzTd3JM94FT5O5jHEkI3pE9PTgZR.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images16.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/image15.jpeg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/13-3.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/new-project-1_tecm.1248.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/girl-with-a-pearl-earring-c-16.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/railroad-163518_640.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Charon-Sank-805x1024.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/nGuYVYiPu3dnmigzNfdMLZ-1200-80.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/4m8ul9jg_kings-ai_625x300_27_January_23.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Imagen-comp.jpeg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1ayKvyXsQfIHS7OOCswZA1g.png
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/pngtree-sunset-scenery-wallpapers-1920x1080-image_2667375.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Midjourney-v6.jpeg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/082922_GeneratedArtAI_02_teh_z1b_04.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/y5aca20it7v1kb9qs0ce.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/people-pleasing_mask.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/hassan-ragab-cairo-sketches-midjourney-ai-architecture-hero_dezeen_1704_col_0.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/221206-lensa-selfies-ai-celebrities-cs-548f22.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/not-rabbit-not-mouse.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ah3-932b64a175ba.jpeg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/image16.jpeg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/How-to-Draw-Scenery.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/1997.166-GAP.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/640px-22Mona_Lisa22_with_DeepDream_effect_using_VGG16_network_trained_on_ImageNet.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/nathan-shipley-historical-ai-portraits-16.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/NVIDIA-GauGAN-AI-demo-screenshot.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Midjourney-1-9527a04.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/beautiful-natural-scenery-with-a-lake-and-mountains-free-photo.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/e-world-barack-obama-mark-zuckerberg-oprah-winfrey-greta-thunberg-bill-gates.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai-created-women-visuals-02.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai-faces-white.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/mmart-4k-fai-7a-art-scale-2-00x.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1588269690157-Screen-Shot-2020-04-30-at-20037-PM.png
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/famous-portrait-paintings_wide-3-2-636b81a7177ce.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1000_F_555746402_GNMEIKpEuTIXooW5B1SEEy7VnK3rklI5.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ures-created-on-midjourney-midjourney-curated-feature-stirworld-220930050044.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/flat750x075f-pad750x1000f8f8f8.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Header-2.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/wild_and_wonderful_asian_animals_header_1140.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/.amazonaws.com2Fpublic2Fimages2Fcb32a00a-bf52-48fe-9ba6-4e21cf4c1c57_800x800.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Using-Ai-art-tools-neuroflash.com_.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Midjourney-montage.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images6.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/il_570xN.3032062592_e10u.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/pexels-photo-1172064.jpeg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1btbVIzhV6dASEHy6bJmJHA.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Fotor-AI-portrait-generator-interface.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai-generated-7787714_1280.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/AIArtRoundupFeatured-1200x675.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/HD-wallpaper-ai-landscape-2023-digital-art.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/il_570xN.4398975758_9o5j.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images64.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/gar-surreal-psychedelic-abstract-expressionism-graffiti-st-olfactoart-studio.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/eEaTGSQwrmwcAzTDoxJc.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/beautiful-scenery-wnxju2647uqrcccv.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/7e644b89-cd82-440c-8836-9a9300c97672.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/midjourney_young_woman_61b02a5d-6935-44aa-842c-8f5e84f4c702-1024x1024.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Lensa20AI20portraits202.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/-man-sits-with-a-woman-on-her-phone-at-a-table-while-looking-at-a-computer_l.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/172711.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/71SjWeOHKjL._AC_UF10001000_QL80_.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai-portrait-10.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1000_F_551420122_DMVybsWtGw1kS6ogwlk66jcm78PmUIgn.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/befunky-collage_58-sixteen_nine.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/39699055175_5876c32612_b1.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images53.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/image34.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/0nglsAEPlxapCcJZA.jpeg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/hqdefault2.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1000_F_564265464_mp9OwlBNexenRBJcwg5qhCwOxr4TC3gk.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/Van-Gogh-Self-Portrait-ft-min-pwoxk5den6j39ictcu0bhuupqqucvoep6902vpd6rs.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images39.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/homepage-hero-low.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/G2_231208_TianTian.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/63964cc739abd575d50b68ed_google-not-against-ai.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/1010172.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/GettyImages-514622028-1200px.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1ddpDkJ0Zx4D37qoUehikeg.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/4hPwM82KpnA0Rie1400A.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/EPhE1HGU4AAwAdO.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/scenery-pink-lakeside-sunset-lake-landscape-scenic-panorama-2048x2048-144.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/14PMNtflOIXcw4g9HTntybg.png
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai-portraits-ars.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/2-van-gogh-style-paintings-set-a-sea-at-sunset-van-gogh-mounir-khalfouf.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/widen_1840x0.jpeg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/MicrosoftTeams-image551ad57e01403f080a9df51975ac40b6efba82553c323a742b42b1c71c1e45f1.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/wildlife_hero.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/black_and_white_portraits_peter_sjo.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/rad0ujy1GFGKCCMD6GhR--1--yh4jv_8x.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/ai-generated-illistration-group-animals-wearing-designer-jacket-high-fashion_441362-3757.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/1662575095617-collage-maker-07-sep-2022-0224-pm.jpeg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/pexels-mali-maeder-110820-1280x720.png
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/images19.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/getty_517194189_373099.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/180222162827-the-kiss-story-top-card-image.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/Bu69yrI45ueNWQX84ap5.jpg
train,0,AiArtData,/Users/yunsung5387/Downloads/ai images/AiArtData/AiArtData/How-can-AI-unlock-the-psychedelic-drugs-do-to-our-brains.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/lindsey-pattison_october-2023_hero.jpg
train,1,RealArt,/Users/yunsung5387/Downloads/ai images/RealArt/RealArt/autumn-walk-1800329209.jpg
