split,label,class_name,path
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4760 (9).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4911 (5).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4649.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2210 (10).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3361.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1348.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4958 (2).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1113 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1792 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0800 (5).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3987 (5).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3081 (8).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2057 (2).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4946.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0881 (3).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5884 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2365 (3).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5928 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3679.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5319 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4474 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4002 (6).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3989.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5453 (5).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4226 (2).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3829 (6).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1187 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4583 (9).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2085 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2982 (9).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3465 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0308 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1679 (3).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5081 (9).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0298 (5).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0911 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1563 (5).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0453 (8).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2006 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2356 (6).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5953 (4).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3603 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1584.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2766 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5124 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5545 (8).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3625.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5952 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3491 (9).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4177 (5).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0193 (9).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2018 (6).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2514 (2).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1986 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5023 (9).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0385 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3188 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2915 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5169 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3117 (6).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0874 (4).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1894.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3676 (4).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5773 (5).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0981 (8).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2903 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0724 (10).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0377 (2).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3062 (5).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1930 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4159 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2081 (2).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3872 (9).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4290 (8).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4198 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3462 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3336 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0067 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3365 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4182 (4).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3180 (9).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5983 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4091 (2).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3070 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4860.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1245 (5).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2402 (3).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2079 (3).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4545 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1052 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0422 (5).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3062 (2).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3432 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1025 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1415 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4802 (6).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3007 (5).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1141 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5725 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0268 (5).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2259.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1007 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2125 (5).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4797 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4795 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4801.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2252.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0845 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1434 (10).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4918 (5).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5818 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4927 (6).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1424 (5).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4949 (6).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2315 (6).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5370 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1371 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3124 (3).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4622 (9).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1953 (9).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3838 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4635 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4018 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2607 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0682 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2633 (2).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2105 (9).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5874.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3050.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5011.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3889 (2).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4760 (5).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0913 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1344 (9).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2256.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1903.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0991 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5740 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2461 (5).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0431 (2).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1992 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3422 (2).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5834 (6).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2839 (8).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4927 (4).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3936 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5924 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2695 (6).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1894 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4997 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4394 (6).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1080 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1373 (4).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0710 (3).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2001 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/4244 (4).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4195.jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2106 (9).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2690 (6).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/4956.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/1549 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/3515 (8).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/2696 (9).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/3104 (7).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/5128 (10).jpg
train,0,FAKE,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/FAKE/1593.jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/0613 (7).jpg
train,1,REAL,/Users/yunsung5387/Documents/ai image distinguish/data/archive/train/REAL/2303 (2).jpg
